Index,Title,Published_date,tag_count,Views,Likes,Comments,Month,title_length
18395,Top 10 No-Look Assists: 2018 NBA Season,9/16/2018,25,101935,2059,112,Sep,39
18396,Top 10 Alley-Oop Dunks: 2018 NBA Season,9/16/2018,31,173899,3211,129,Sep,39
18397,Top 10 Plays: 2018 NBA Season,9/15/2018,37,311985,5021,438,Sep,29
18398,Top 10 Dunks: 2018 NBA Season,9/14/2018,28,192685,3822,221,Sep,29
18399,Top 10 Chasedown Blocks: 2018 NBA Season,9/13/2018,29,134587,2139,146,Sep,40
18400,Top 10 Clutch Plays: 2018 NBA Season,9/12/2018,31,215602,3402,347,Sep,36
18401,Top 10 H.O.R.S.E. Shots: 2018 NBA Season,9/11/2018,34,125544,2111,89,Sep,40
18402,Top 10 Assists: 2018 NBA Season,9/11/2018,24,107586,2050,143,Sep,31
18403,Top 10 Crossovers: 2018 NBA Season,9/10/2018,29,388937,4447,189,Sep,34
18404,Ben Simmons' OFFICIAL 2018 NBA Season Mixtape | Rookie of the Year,9/10/2018,28,479684,7424,733,Sep,66
18405,Rod Thorn | Hall of Fame Career Retrospective,9/8/2018,18,9566,154,18,Sep,45
18406,Charlie Scott | Hall of Fame Career Retrospective,9/8/2018,17,15566,279,23,Sep,49
18407,Rick Welts | Hall of Fame Career Retrospective,9/8/2018,16,4876,111,9,Sep,46
18408,Dino Radja | Hall of Fame Career Retrospective,9/8/2018,14,71449,1132,220,Sep,46
18409,Ray Allen | Hall of Fame Enshrinement Speech,9/8/2018,20,346809,5460,793,Sep,44
18410,Steve Nash | Hall of Fame Enshrinement Speech,9/8/2018,21,295511,4425,695,Sep,45
18411,Ray Allen | Hall of Fame Career Retrospective,9/8/2018,20,153754,3011,286,Sep,45
18412,Steve Nash | Hall of Fame Career Retrospective,9/8/2018,18,94981,1700,120,Sep,46
18413,Jason Kidd | Hall of Fame Enshrinement Speech,9/8/2018,20,147909,1685,295,Sep,45
18414,Dino Radja | Hall of Fame Enshrinement Speech,9/8/2018,17,90772,1342,213,Sep,45
18415,Charlie Scott | Hall of Fame Enshrinement Speech,9/8/2018,14,9625,180,36,Sep,48
18416,"Charles ""Lefty"" Driesell | Hall of Fame Enshrinement Speech",9/8/2018,14,27501,349,37,Sep,59
18417,Rick Welts | Hall of Fame Enshrinement Speech,9/8/2018,15,3745,68,8,Sep,45
18418,Maurice Cheeks | Hall of Fame Enshrinement Speech,9/8/2018,18,48632,798,167,Sep,49
18419,Rod Thorn | Hall of Fame Enshrinement Speech,9/7/2018,16,5240,78,11,Sep,44
18420,Maurice Cheeks | Hall of Fame Career Retrospective,9/7/2018,21,19057,445,49,Sep,50
18421,Grant Hill | Hall of Fame Enshrinement Speech,9/7/2018,22,107310,1392,341,Sep,45
18422,Grant Hill | Hall of Fame Career Retrospective,9/7/2018,22,61692,958,92,Sep,46
18423,Dino Radja Reacts To Being Accepted Into Hall of Fame,9/6/2018,17,17693,519,97,Sep,53
18424,Dino Radja Reflects on Hall of Fame Acceptance,9/6/2018,17,9538,294,40,Sep,46
18425,Ray Allen's Top 5 Plays From Each Team In His Career,9/6/2018,19,168266,3190,237,Sep,52
18426,Ray Allen's Best Play From Every Season In His Career,9/5/2018,18,571724,6462,561,Sep,53
18427,Best of Steve Nash and Jason Kidd Assists,9/5/2018,16,104931,1925,219,Sep,41
18428,Steve Nash's Best Play Each Season Of His NBA Career!,9/5/2018,32,770267,8662,482,Sep,53
18429,Jason Kidd's Best Play From Every Season,9/4/2018,21,198341,2780,173,Sep,40
18430,Jason Kidd's Top 10 Career NBA Bounce Pass Assists!,9/3/2018,22,102940,1774,121,Sep,51
18431,Jason Kidd's Top 10 Career NBA No Look Assists!,9/3/2018,26,152046,2442,153,Sep,47
18432,Jason Kidd & Grant Hill: 1995 Rookie of the Year Duel,9/2/2018,33,63999,1270,90,Sep,53
18433,Grant Hill's Best 33 Plays Of His Career,9/2/2018,35,1180596,12092,1525,Sep,40
18434,Best Play From Every NBA Team | 2017-2018 NBA Season,9/2/2018,39,181711,2868,171,Sep,52
18435,Top 100 Plays: 2018 NBA Season,9/1/2018,41,6094092,15609,1080,Sep,30
18436,Milos Teodosic's Best Dishes | 2017-2018 NBA Season,8/31/2018,21,173582,2630,142,Aug,51
18437,Best 50 Three Pointers: 2018 NBA Season,8/31/2018,37,4009841,41789,966,Aug,39
18438,Saying Goodbye To Legendary Player Manu Ginobili | Jump Start,8/31/2018,25,80978,1946,153,Aug,61
18439,Best of Boston Celtics Defense | NBA Breakdown,8/30/2018,28,42453,1141,93,Aug,46
18440,Vince Carter Talks About Jr NBA World Championships | NBA Playmakers,8/30/2018,22,10331,238,20,Aug,68
18441,"NBA Playmakers Sit Down with Young Phenom, Jarace Walker",8/30/2018,18,12109,277,38,Aug,56
18442,Kyle Kuzma's Rookie Season Highlight Reel,8/29/2018,15,163859,2693,337,Aug,41
18443,Lonzo Ball's Rookie Season Highlight Reel,8/29/2018,19,785579,9673,724,Aug,41
18444,Best Shot Ep 8 - “We All We Need” | Binge the series with YouTube Premium,8/29/2018,31,0,7343,825,Aug,73
18445,Stephen Curry's Best Play From Every Game | 2017-2018 NBA Season,8/29/2018,19,222454,3862,284,Aug,64
18446,Best of Stephen Curry Three Pointers | NBA Breakdown,8/29/2018,27,50531,1214,75,Aug,52
18447,Manu Ginobili's Best 20 Plays of His Career,8/28/2018,21,2960802,45040,2644,Aug,43
18448,Best of Klay Thompson | 2017-2018 NBA Season,8/28/2018,26,266012,4175,298,Aug,44
18449,Best of Stephen Curry | 2017-2018 NBA Season,8/28/2018,33,1244012,15109,645,Aug,44
18450,Best of Devin Booker | 2017-2018 NBA Season,8/27/2018,27,168752,3039,308,Aug,43
18451,NBA 2K League Finals Game 2: Knicks Gaming Tops Heat Check Gaming to Win Championship,8/27/2018,15,74992,935,110,Aug,85
18452,James Harden's Best Crossover vs Every Team | NBA Career,8/26/2018,21,596760,6141,332,Aug,56
18453,NBA Breakdown: Longest Shots of the 2018 NBA Season,8/26/2018,29,61923,1242,91,Aug,51
18454,James Harden's Best Play From Every Game: 2018 NBA Season,8/26/2018,30,103495,2191,225,Aug,57
18455,Best of Dallas Mavericks | 2017-2018 NBA Season,8/26/2018,31,34543,956,120,Aug,47
18456,NBA Breakdown: Best of Boston Celtics After Timeouts,8/25/2018,23,51050,1270,84,Aug,52
18457,Best 50 Clutch Plays: 2018 NBA Season,8/25/2018,38,673047,5927,277,Aug,37
18458,Best of Memphis Grizzlies | 2017-2018 NBA Season,8/25/2018,26,24396,595,73,Aug,48
18459,NBA 2K League: Heat Check Gaming’s Journey to the Finals,8/25/2018,17,4974,80,22,Aug,56
18460,NBA Breakdown - Houston Rockets Offense,8/24/2018,29,49588,1225,122,Aug,39
18461,NBA 2K League: Knicks Gaming’s Journey to the Finals,8/24/2018,17,7404,148,25,Aug,52
18462,Best of Chris Paul | 2017-2018 NBA Season,8/24/2018,32,360745,4979,279,Aug,41
18463,Best Step Back Plays: 2018 NBA Season,8/24/2018,34,1439174,14320,264,Aug,37
18464,Best of Houston Rockets | 2017-2018 NBA Season,8/24/2018,34,190171,3692,401,Aug,46
18465,Kobe Bryant's Best 40 Dunks Of His NBA Career!,8/23/2018,26,2564579,30676,2234,Aug,46
18466,Kobe Bryant's TOP 40 Plays of His NBA Career!,8/23/2018,34,10957964,137288,8518,Aug,45
18467,Best 4 Point Plays of the 2018 NBA Season!,8/22/2018,26,170181,2758,159,Aug,42
18468,Allen Crabbe and BULL1TRC Go Sneaker Shopping,8/22/2018,28,15560,493,82,Aug,45
18469,NBA 2K League: Best from Knicks Gaming’s Run to the Finals,8/22/2018,13,13126,166,32,Aug,58
18470,Best of San Antonio Spurs | 2017-2018 NBA Season,8/22/2018,34,114177,2095,191,Aug,48
18471,NBA 2K League: Best from Heat Check Gaming’s Run to the Finals,8/22/2018,13,8634,202,43,Aug,62
18472,Top 10 Blocks: 2017-2018 NBA Season,8/21/2018,24,70739,1292,106,Aug,35
18473,Donovan Mitchell Reacts To His BEST Dunks From Rookie Year!,8/21/2018,25,148850,4410,270,Aug,59
18474,Top 60 H-O-R-S-E Shots: 2018 NBA Season,8/21/2018,37,565836,6059,210,Aug,39
18475,Best of New Orleans Pelicans | 2017-2018 NBA Season,8/21/2018,32,34919,719,80,Aug,51
18476,Nikola Jokic's Best Plays From The 2018 NBA Season!,8/20/2018,26,371333,3971,440,Aug,51
18477,Best of Denver Nuggets | 2017-2018 NBA Season,8/20/2018,27,61048,1106,124,Aug,45
18478,Giannis Antetokounmpo's OFFICIAL 2018 NBA Season Mixtape!,8/20/2018,26,587172,9715,608,Aug,57
18479,Best of Utah Jazz | 2017-2018 NBA Season,8/19/2018,16,113634,1826,169,Aug,40
18480,Best of Player + Fan Moments | 2018 NBA Season,8/19/2018,33,69068,1701,126,Aug,46
18481,"NBA 2K League: Knicks Gaming Rally Back to Beat Cavs Legion, Advance to NBA 2K League Championship",8/19/2018,19,17211,263,40,Aug,98
18482,Best of Steven Adams | 2017-2018 NBA Season,8/18/2018,15,495219,9181,691,Aug,43
18483,NBA 2K League: Heat Check Beats 76ers GC to Advance to NBA 2K League Championship,8/18/2018,18,12709,276,35,Aug,81
18484,Best of Paul George | 2017-2018 NBA Season,8/18/2018,14,203133,3651,243,Aug,42
18485,NBA 2K League: Knicks Gaming Upsets Top-Seeded Blazer5 Gaming in Quarterfinals,8/18/2018,17,11142,222,36,Aug,78
18486,NBA 2K League: 76ers Gaming Earns 1st-Ever Win in the NBA 2K League Playoffs,8/18/2018,16,6290,121,26,Aug,76
18487,Top 60 Blocks: 2018 NBA Season,8/18/2018,30,1676798,11681,381,Aug,30
18488,Best of Oklahoma City Thunder | 2017-2018 NBA Season,8/18/2018,15,368001,5886,431,Aug,52
18489,Best Swats of the 2017-2018 NBA Season,8/17/2018,19,61881,1012,95,Aug,38
18490,Best of Damian Lillard and C.J. McCollum | 2017-2018 NBA Season,8/17/2018,15,44537,1192,130,Aug,63
18491,Best of Portland Trail Blazers | 2017-2018 NBA Season,8/17/2018,18,32285,860,80,Aug,53
18492,Best of Chasedown Blocks | 2017-2018 NBA Season,8/17/2018,22,62718,1107,74,Aug,47
18493,Best of Karl-Anthony Towns | 2017-2018 NBA Season,8/16/2018,15,64954,1226,167,Aug,49
18494,Best of Andrew Wiggins | 2017-2018 NBA Season,8/16/2018,17,68684,1098,241,Aug,45
18495,No Dunk Is Safe | 2017-2018 NBA Season,8/16/2018,17,76982,1249,97,Aug,38
18496,Josh Richardson Reveals His Favorite On-Court Sneakers,8/16/2018,27,45680,1230,114,Aug,54
18497,Best of Minnesota Timberwolves | 2017-2018 NBA Season,8/16/2018,20,54950,1267,105,Aug,53
18498,Best NBA Video Bombs from the 2017-2018 NBA Season!,8/15/2018,29,82474,1636,84,Aug,51
18499,Best Shot Ep 6 - “As One” | Binge the series with YouTube Premium,8/15/2018,31,0,5115,299,Aug,65
18500,Best of Charlotte Hornets | 2017-2018 NBA Season,8/15/2018,17,35517,880,99,Aug,48
18501,Best of Atlanta Hawks | 2017-2018 NBA Season,8/14/2018,15,30854,752,122,Aug,44
18502,Best Block From Every Team: 2018 NBA Season,8/14/2018,31,233060,3248,169,Aug,43
18503,Best of Dwyane Wade With The Miami Heat | 2018 NBA Season,8/13/2018,16,167603,3504,189,Aug,57
18504,Russell Westbrook's OFFICIAL 2018 NBA Season Mixtape!,8/13/2018,25,820769,12054,813,Aug,53
18505,Best of Miami Heat | 2017-2018 NBA Season,8/13/2018,16,64381,1572,120,Aug,41
18506,Team Africa & Middle East Battle Team Central In Inaugural Jr. NBA World Championship,8/12/2018,15,59301,863,106,Aug,85
18507,Best of Orlando Magic | 2017-2018 NBA Season,8/12/2018,16,43616,957,98,Aug,44
18508,Best of John Wall | 2018 NBA Season,8/11/2018,16,243256,3523,261,Aug,35
18509,Top 60 Assists | 2017-2018 NBA Season,8/11/2018,26,1185270,8042,480,Aug,37
18510,Best of Washington Wizards | 2017-2018 NBA Season,8/11/2018,16,36482,767,95,Aug,49
18511,"NBA 2K League: Major Upsets & Clutch Play Headlines BEST MOMENTS From Week 12, Day 2",8/11/2018,10,20851,364,52,Aug,84
18512,"NBA 2K League: Wizards, Knicks Trade Buckets in Energetic Showdown",8/11/2018,13,7775,202,32,Aug,66
18513,Best 25 Through the Legs Assists | 2018 NBA Season,8/10/2018,22,70952,1250,62,Aug,50
18514,Victor Oladipo's Most Athletic Plays | 2017-2018 Regular Season + Playoffs,8/10/2018,18,148235,2741,195,Aug,74
18515,Best of Indiana Pacers | 2017-2018 NBA Season,8/10/2018,18,61892,1123,111,Aug,45
18516,NBA 2K League: Last Second Dunk Lifts Warriors Gaming Over Pacers Gaming,8/10/2018,13,12914,183,35,Aug,72
18517,NBA 2K League: Hotshot’s Triple-Double Highlights Opening Night of Week 12,8/10/2018,13,5664,92,14,Aug,74
18518,Best of Detroit Pistons | 2017-2018 NBA Season,8/9/2018,17,41864,923,104,Aug,46
18519,RARE Bob Cousy Passing Highlights!,8/9/2018,19,109859,2569,389,Aug,34
18520,Best Long Distance Assists | 2018 NBA Season,8/9/2018,27,75539,1471,118,Aug,44
18521,Best Moments from Post-Game Interviews | 2017-2018 NBA Season,8/8/2018,29,88144,2102,83,Aug,61
18522,Best of No-Look Assists | 2018 NBA Season,8/8/2018,20,220021,2562,142,Aug,41
18523,Best Shot Ep 5 - “Don’t Forget About Me” | Binge the series with YouTube Premium,8/8/2018,31,0,6388,457,Aug,80
18524,Best of Cleveland Cavaliers | 2018 NBA Season,8/8/2018,22,157684,3260,305,Aug,45
18525,Best Milwaukee Bucks Plays of the 2018 NBA Season,8/7/2018,29,81494,1720,190,Aug,49
18526,Best Assist From Every Team: 2018 NBA Season,8/7/2018,31,117682,1966,128,Aug,44
18527,Best Chicago Bulls Plays of the 2018 NBA Season!,8/6/2018,21,62246,1557,187,Aug,48
18528,Best of Brooklyn Nets | 2018 NBA Season,8/5/2018,19,84559,1744,237,Aug,39
18529,NBA 2K League: Raptors Uprising GC Escape with a Last Second Victory Over Grizz Gaming,8/5/2018,14,11753,136,40,Aug,86
18530,NBA 2K League: Huge Block at the Buzzer Captures a Playoff Berth for Pistons GT,8/5/2018,14,5010,86,15,Aug,79
18531,Best of Joel Embiid | 2018 NBA Season,8/4/2018,18,164796,2411,172,Aug,37
18532,Best of Phantom: NBA Africa Game 2018,8/4/2018,18,10444,205,16,Aug,37
18533,NBA Africa Game 2018 | Full Game RECAP,8/4/2018,21,38441,568,93,Aug,38
18534,Best of Philadelphia 76ers | 2018 NBA Season,8/4/2018,17,145242,2158,163,Aug,44
18535,NBA Africa Game 2018 | Top 5 Plays,8/4/2018,17,48281,686,27,Aug,34
18536,Joel Embiid Game Highlights vs Team World In NBA Africa Game 2018,8/4/2018,19,19826,279,24,Aug,65
18537,Team Africa TOP PLAYS In NBA Africa Game 2018,8/4/2018,19,17329,240,31,Aug,45
18538,Team World's TOP PLAYS In NBA Africa Game 2018,8/4/2018,17,12413,215,22,Aug,46
18539,Danilo Gallinari Named NBA Africa Game 2018 MVP With 23 PTS,8/4/2018,18,20476,533,53,Aug,59
18540,Top 100 Crossovers: 2017-2018 NBA Season,8/4/2018,21,2127550,10034,576,Aug,40
18541,NBA Africa Game 2018 Introductions | Team World & Team Africa,8/4/2018,24,26832,732,108,Aug,61
18542,NBA 2K League: Knicks Gaming Escape With Clutch OT Victory Over Jazz Gaming,8/4/2018,14,10199,192,24,Aug,75
18543,NBA 2K League: Behind 57 Points from Boo Painter Wizards District Gaming Take Down Blazer5 Gaming,8/4/2018,17,9608,220,32,Aug,97
18544,Best of Big Men Showing Handles | 2018 NBA Season,8/3/2018,29,75900,1355,213,Aug,49
18545,Best of Toronto Raptors | 2018 NBA Season,8/3/2018,16,52701,1279,188,Aug,41
18546,Best of Euro-Steps | 2018 NBA Season,8/3/2018,18,358222,2957,135,Aug,36
18547,Best of Jaylen Brown | 2018 NBA Season,8/2/2018,20,83636,1856,217,Aug,38
18548,Jr. NBA World Championship: Skylar Diggins-Smith,8/2/2018,13,8249,176,13,Aug,48
18549,Kyrie Irving's Best Crossovers With The Boston Celtics | 2018 NBA Season,8/2/2018,17,199645,3225,191,Aug,72
18550,Best of Boston Celtics | 2018 NBA Season,8/2/2018,21,253355,4467,306,Aug,40
18551,Best Of Spin Moves | 2018 NBA Season,8/2/2018,18,59529,1257,103,Aug,36
18552,Blake Griffin Reacts to Famous Dunk Session in Front of Future NBA Stars,8/2/2018,20,2419688,33120,780,Aug,72
18553,Best Of Ball Fakes | 2018 NBA Season,8/1/2018,17,210657,2972,102,Aug,36
18554,Best Shot Ep 4 - “Lil Bad Choices” | Binge the series with YouTube Premium,8/1/2018,31,0,11049,491,Aug,74
18555,Best of New York Knicks | 2018 NBA Season,8/1/2018,17,59675,1348,201,Aug,41
18556,Jr. NBA World Championship: Life Lessons,7/31/2018,10,9833,220,26,Jul,40
18557,Inside Look at the USA Basketball Minicamp,7/31/2018,22,138837,2737,172,Jul,42
18558,Best Crossover From Every Team | 2018 NBA Season,7/31/2018,18,553868,6420,341,Jul,48
18559,Kyrie Irving's Official 2018 NBA Season Mixtape!,7/30/2018,27,1616809,23620,1134,Jul,48
18560,NBA 2K League: Best of Day 2 from Week 10,7/29/2018,12,9787,229,31,Jul,41
18561,Top 100 Dunks: 2017-2018 NBA Season,7/28/2018,34,1407750,10535,722,Jul,35
18562,"NBA 2K League: 76ers GC, Take Down Grizz Gaming in Triple OT Thriller",7/28/2018,15,11009,202,35,Jul,69
18563,NBA 2K League: AuthenticAfrican Scores 84 To Break Single Game Scoring Record,7/28/2018,12,63912,895,459,Jul,77
18564,Jr. NBA World Championship,7/27/2018,16,19648,380,43,Jul,26
18565,"Best Putback Dunks of the 2018 NBA Season! Jaylen Brown, Damian Lillard and Anthony Davis",7/27/2018,25,67980,1258,81,Jul,89
18566,"Best 43 Poster Dunks of the 2018 NBA Season! Giannis Antetokounmpo, LeBron James, Joel Embiid",7/27/2018,26,249729,3281,218,Jul,93
18567,NBA 2K League Showcase: Team Adam the 1st Knocks off Team Compete,7/27/2018,18,4325,81,22,Jul,65
18568,"Blake Griffin Puts on Jam Session In Front Of Future NBA Stars | Devin Booker, D'Angelo Russell",7/26/2018,20,412321,6085,474,Jul,95
18569,"Loudest Dunks of the 2018 NBA Season! Joel Embiid, Russell Westbrook, LeBron James",7/26/2018,17,97265,2064,196,Jul,82
18570,"Best Windmills of the 2018 NBA Season! | LeBron James, Donovan Mitchell, Jaylen Brown and More!",7/25/2018,19,68066,1509,90,Jul,95
18571,"Best 24 Alley Oops of the 2018 NBA Season! Anthony Davis, Giannis Antetokounmpo and More!",7/25/2018,24,54875,1234,46,Jul,89
18572,Best Shot Ep 3 - “Better Than My Parents” | Binge the series with YouTube Premium,7/25/2018,31,0,6423,376,Jul,81
18573,Best Of Kevin Durant | 2018 NBA Season,7/24/2018,23,238186,3710,331,Jul,38
18574,Best Dunk From Every Team | 2018 NBA Season,7/24/2018,28,157319,2658,133,Jul,43
18575,Best Of Golden State Warriors | 2018 NBA Season,7/24/2018,20,3827515,29285,980,Jul,47
18576,Best Of Los Angeles Clippers | 2018 NBA Season,7/23/2018,19,53487,1096,162,Jul,46
18577,Best Of Phoenix Suns | 2018 NBA Season,7/23/2018,17,61829,1210,152,Jul,38
18578,Best Of Pre-Game Dunks | 2018 NBA Season,7/23/2018,18,74893,1597,92,Jul,40
18579,Best Clutch Play From Every Team | 2018 NBA Season,7/22/2018,19,404455,5264,259,Jul,50
18580,Best Of Sacramento Kings | 2018 NBA Season,7/22/2018,17,51683,873,74,Jul,42
18581,"Best Moments from Week 9, Day 1 | NBA 2K League",7/22/2018,13,12150,187,37,Jul,47
18582,Every Tissot Game Winning Buzzer Beater | 2018 NBA Season,7/21/2018,16,234249,4037,232,Jul,57
18583,Best H.O.R.S.E. Shot From Every Team | 2018 NBA Season,7/21/2018,15,254203,4304,182,Jul,54
18584,Best 50 Plays From the 2018 MGM Resorts Summer League,7/19/2018,27,96380,1143,63,Jul,53
18585,Best Assists Of The 2018 MGM Resorts Summer League,7/18/2018,15,23787,330,23,Jul,50
18586,Best Plays From The 2018 MGM Resorts All NBA Summer League 2nd Team,7/18/2018,16,30930,317,25,Jul,67
18587,"Best Shot - ""Jay's Choice""",7/18/2018,31,0,0,4,Jul,26
18588,"Best Shot - ""This is Duke""",7/18/2018,31,0,0,16,Jul,26
18589,"Best Shot - ""The Grind Continues""",7/18/2018,31,0,0,11,Jul,33
18590,"Best Shot - ""In The Trenches""",7/18/2018,31,0,0,16,Jul,29
18591,"Best Shot - “The Streets""",7/18/2018,31,0,0,11,Jul,25
18592,Best Shot Ep 8 - “We All We Need” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,225,Jul,86
18593,Best Shot Ep 7 - “Where You Wanna Be” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,69,Jul,90
18594,Best Shot Ep 6 - “As One” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,55,Jul,78
18595,Best Shot Ep 5 - “Don’t Forget About Me” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,53,Jul,93
18596,Best Shot Ep 4 - “Lil Bad Choices” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,55,Jul,87
18597,Best Shot Ep 3 - “Better Than My Parents” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,76,Jul,94
18598,Best Shot Ep 2 - “Leave This Town” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,55,Jul,87
18599,Best Shot Ep 1 - “We All We Got” (Uncensored) | Binge the series with YouTube Premium,7/18/2018,31,0,0,314,Jul,85
18600,Best Shot Ep 2 - “Leave This Town” | Binge the series with YouTube Premium,7/18/2018,31,0,8039,430,Jul,74
18601,Best Plays From The 2018 MGM Resorts All NBA Summer League 1st Team,7/18/2018,17,132037,1148,73,Jul,67
18602,Best Shot Ep 1 - “We All We Got” | Binge the series with YouTube Premium,7/18/2018,31,9736305,28783,1276,Jul,72
18603,Best Handles Of The 2018 MGM Resorts Summer League,7/18/2018,18,74116,765,35,Jul,50
18604,Best Blocks Of The 2018 MGM Resorts Summer League,7/18/2018,18,17145,278,18,Jul,49
18605,Best Dunks Of The 2018 MGM Resorts Summer League,7/18/2018,18,281133,2215,86,Jul,48
18606,"Top 3 Plays of the MGM Resorts Summer League Championship | July 17, 2018",7/18/2018,15,15143,277,24,Jul,73
18607,Best Of Summer League MVP Josh Hart From The 2018 MGM Resorts Summer League,7/18/2018,14,28146,520,52,Jul,75
18608,The Lakers & Blazers Face Off For The Second Straight Year | 2018 MGM Resorts Summer League Finals,7/18/2018,16,24721,531,52,Jul,98
18609,KJ McDaniels Is The 2018 MGM Resorts Summer League Finals MVP,7/18/2018,15,32314,532,105,Jul,61
18610,Best of Cedi Osman | 2018 MGM Resorts Summer League,7/17/2018,13,114219,4153,277,Jul,51
18611,Best Of Jaren Jackson Jr. | 2018 MGM Resorts Summer League,7/17/2018,14,11993,179,21,Jul,58
18612,Best Of Collin Sexton | 2018 MGM Resorts Summer League,7/17/2018,13,45725,571,79,Jul,54
18613,Trail Blazers Setup Summer League Finals Rematch With Defeat Of Grizzlies,7/17/2018,14,15195,193,37,Jul,73
18614,"Top 5 Plays of the Night | July 16, 2018 | NBA Summer League",7/17/2018,16,33626,376,15,Jul,60
18615,Caleb Swanigan & Zach Collins Are Dominant In Semifinal Victory | 2018 MGM Resorts Summer League,7/17/2018,14,9072,243,19,Jul,96
18616,Top Seeded Lakers Advance To Their 2nd Straight Summer League Final,7/17/2018,15,33049,518,101,Jul,67
18617,Josh Hart Drops 37 POINTS In The Semifinals | 2018 MGM Resorts Summer League,7/17/2018,13,30164,672,119,Jul,76
18618,Svi Mykhailiuk and Collin Sexton Duel In The Semifinals | 2018 MGM Resorts Summer League,7/17/2018,12,24123,375,89,Jul,88
18619,Lakers and Cavaliers Battle in Double Overtime Thriller | 2018 MGM Resorts Summer League,7/17/2018,15,40628,1034,97,Jul,88
18620,Jaren Jackson Jr. Helps Leads the Grizzlies To The Semi-Finals | 2018 MGM Resorts Summer League,7/16/2018,14,21071,503,74,Jul,95
18621,"Top 5 Plays of the Night | July 15, 2018 | NBA Summer League",7/16/2018,13,39353,534,20,Jul,60
18622,Collin Sexton Leads The Cavaliers To The Semi-Finals | 2018 MGM Resorts Summer League,7/16/2018,15,41518,787,109,Jul,85
18623,LeBron James Watches The Lakers Take On The Pistons During The 2018 Summer League,7/15/2018,16,835289,6919,694,Jul,81
18624,Best of Shai Gilgeous-Alexander | 2018 MGM Resorts Summer League,7/15/2018,13,22039,301,70,Jul,64
18625,Best Of Wendell Carter Jr. | 2018 MGM Resorts Summer League,7/15/2018,14,29330,365,58,Jul,59
18626,Best Of Miles Bridges | 2018 MGM Resorts Summer League,7/15/2018,13,28065,395,62,Jul,54
18627,"Top 10 Plays of the Night | July 14, 2018 | NBA Summer League",7/15/2018,12,66759,695,47,Jul,61
18628,NBA 2K League | Full Highlights: Knicks Gaming Beats Celtics Crossover to Win THE TICKET Title,7/15/2018,12,63555,781,93,Jul,94
18629,NBA 2K League | Full Highlights: Knicks Gaming Downs Cavs Legion GC in THE TICKET Semis,7/15/2018,13,12133,192,28,Jul,87
18630,Furkan Korkmaz Comes In Clutch For The Sixers In Crunch Time | 2018 MGM Resorts Summer League,7/15/2018,13,26397,739,64,Jul,93
18631,The Toronto Raptors Advance To The MGM Resorts Summer League In Thrilling Fashion vs The Hornets,7/15/2018,12,13405,320,61,Jul,96
18632,Collin Sexton Scores 17 Points In Win vs Houston Rockets,7/14/2018,14,23111,708,72,Jul,56
18633,Best Of Trae Young | 2018 MGM Resorts Summer League,7/14/2018,14,25858,396,60,Jul,51
18634,Best Of Lonnie Walker | 2018 MGM Resorts Summer League,7/14/2018,13,44289,500,73,Jul,54
18635,Best Of Deandre Ayton | 2018 MGM Resorts Summer League,7/14/2018,13,27773,310,63,Jul,54
18636,Best Of Aaron Holiday | 2018 MGM Resorts Summer League,7/14/2018,13,11486,257,24,Jul,54
18637,Best Of Kevin Knox | 2018 MGM Resorts Summer League,7/14/2018,13,43608,523,110,Jul,51
18638,"Top 10 Plays of the Night | July 13, 2018 | NBA Summer League",7/14/2018,12,84910,888,84,Jul,61
18639,"5'5"" Junior Robinson Comes Up BIG for the Atlanta Hawks In The 2018 MGM Resorts Summer League",7/14/2018,15,428041,8587,828,Jul,93
18640,NBA 2K League | FULL Highlights: No. 17 Kings Guard Upsets No. 1 Blazer5 Gaming in THE TICKET,7/14/2018,10,8216,143,32,Jul,93
18641,The Oklahoma City Thunder and Orlando Magic Goes Down To The Wire | 2018 MGM Resorts Summer League,7/14/2018,13,27965,378,65,Jul,98
18642,Deonte Burton Comes Up Clutch! In The 2018 MGM Resorts Summer League,7/14/2018,13,28711,518,101,Jul,68
18643,FULL Highlights: Knicks Gaming Upsets Raptors Uprising to Advance To Quarters (THE TICKET),7/14/2018,10,4791,130,39,Jul,90
18644,NBA 2K League | FULL Highlights: Pistons GT Edge Jazz Gaming in Back-and-Forth Battle (THE TICKET),7/14/2018,10,6507,138,25,Jul,98
18645,Troy Brown Jr. Drops 25! In The 2018 MGM Resorts Summer League,7/14/2018,13,10582,310,34,Jul,62
18646,Mitchell Robinson's Double-Double Performance In The 2018 MGM Resorts Summer League,7/13/2018,13,13770,343,62,Jul,83
18647,"Top 10 Plays of the Night | July 12, 2018 | NBA Summer League",7/13/2018,12,54929,604,25,Jul,61
18648,NBA 2K League | Best from Day 1 of THE TICKET,7/13/2018,12,9748,146,25,Jul,45
